x1,y1,x2,y2,x3,y3,x4,y4
0.5040336755025394,0.03203228269943778,0.5051441387975177,0.053774840080203265,0.5084828332305031,0.033665077064365764,0.5095003190557766,0.03015310603374502
0.5058420566197477,0.09749306537602113,0.50687528451573,0.1185464688111406,0.5103307716298272,0.09990473265976577,0.5116136161314494,0.0963327645309906
0.4990272541531656,0.1638963554670625,0.4999659166750061,0.18431373624187258,0.5034371145963427,0.16710586083210116,0.505007895316241,0.16350170528785563
0.48338491476130363,0.2300922258619854,0.4842161523495053,0.24991679722244775,0.4875951250034344,0.2340970617135208,0.48947190504164406,0.23049707978151568
0.4588655636210157,0.2948949915806799,0.45958045102998946,0.3141623286074303,0.46275611026300717,0.2996716733850736,0.4649510298782382,0.29611929436601897
0.42558024636831526,0.35710422788334967,0.42617328677314,0.37584398153624177,0.42903490578905124,0.36260918024163014,0.4315530703712467,0.3591532689816515
0.38380330363027476,0.4155266233918782,0.38427197331432184,0.4337638387104736,0.38671244898238166,0.4216974215533753,0.3895511223964592,0.41839054974000245
0.3339721601117538,0.468998275763047,0.33431650195003737,0.4867544255057802,0.3362353321906749,0.475755205017347,0.3393834354670843,0.47265187836959044
0.27668406399747475,0.5164070213706342,0.27690632216823585,0.5337008279412538,0.2782122764398379,0.5236549153975948,0.2816501838467966,0.520809805089247
0.2126897683485961,0.5567143817449935,0.21279405698976586,0.5735624763575535,0.21340752295082427,0.5643447005555602,0.21710714091406813,0.5618109225202716
0.1428842032035423,0.5889767084565696,0.14287620348940663,0.6053941617532302,0.14273119572938636,0.596869816567486,0.1466563049563211,0.5946972970302429
0.06829424419179755,0.6123651148473872,0.06818092596205871,0.6283658638604064,0.06722674495529088,0.6203927204263352,0.07133358239300527,0.6186266805591955
-0.009936260421687753,0.6261837975031873,-0.010146895122484956,0.6417809877005949,-0.011944363449259452,0.634211513139119,-0.007706308736827289,0.6328911005055978
-0.0905639882787859,0.6298863724663897,-0.09086314154929925,0.6450926293875007,-0.09352049282291662,0.6377763578359416,-0.08920749740160107,0.6369334474937971
-0.1722659000834696,0.6230898806219256,-0.17264419562929112,0.6379175225960849,-0.17615994502877413,0.63070352663876,-0.17183291100790518,0.6303617105104268
-0.2536609414663471,0.6055861530110374,-0.25410862402789935,0.6200473542531746,-0.25846301643337144,0.6127867661743549,-0.25418620272787695,0.6129605455480688
-0.33333333371130625,0.577350269476911,-0.3338404510574332,0.5914571812138548,-0.33899564064399484,0.5840057142762409,-0.3348352952539039,0.5846999069603069
-0.40985706138640243,0.5385458923315832,-0.4104136293226569,0.5523107283685724,-0.41631422138955326,0.5445311489659765,-0.4123371448392236,0.5457405195172769
-0.48182113539402704,0.4895273098545563,-0.48241728615023044,0.502962402030512,-0.4889912288736048,0.49472690444924167,-0.48526329946423186,0.4964360228457021
-0.5478551876521169,0.4308380814896239,-0.5484813019786086,0.4439559097150507,-0.555641110204955,0.4351483466862688,-0.5522258022517316,0.4373316776320456
-0.6066549390556673,0.36320623661319495,-0.6073017623581154,0.3760194375815092,-0.6149460497176195,0.36653736206621024,-0.6119029763662343,0.3691595836668176
-0.6570070759290036,0.2875360406537131,-0.6576658187976452,0.3000573988258973,-0.6656811085683183,0.2898138757076032,-0.663064620962311,0.2928304224488031
-0.6978130721039757,0.20489640504773,-0.6984754956366832,0.21713882910311544,-0.706738275216996,0.20606397973672852,-0.7045961495396525,0.2094218005377801
-0.7281115041388885,0.1165060798944286,-0.7287699905128223,0.12848256749593087,-0.7371489693476126,0.11652481534369707,-0.7355212124138942,0.12016333299960189
-0.7470984259662709,0.02371582907875857,-0.7477460347750535,0.035439422503820095,-0.756104561386026,0.022566414260765433,-0.7550223638615658,0.026418667977251592
-0.7541453962107447,-0.07201215405352834,-0.7547759071495785,-0.060528419126466726,-0.762974497756151,-0.07432923564727385,-0.7624593616321862,-0.07033528749702898
-0.7488147861861626,-0.16912727776292052,-0.7494227287329478,-0.15787042825674386,-0.7573216579537865,-0.1725915808879199,-0.7573847215722573,-0.1685316249682904
-0.7308720386527591,-0.2660156671303584,-0.7314527094566887,-0.25497285151788107,-0.7389146128234907,-0.27058697905438667,-0.7395561925605224,-0.2665388092328024
-0.7002945961404683,-0.36102695664064866,-0.7008440648888957,-0.3501855051940209,-0.7077365033727074,-0.3666458477461364,-0.7089458661554808,-0.3626877593162799
-0.6572772722451843,-0.4525023157621382,-0.6577923768331138,-0.4418498006415751,-0.6639903152028535,-0.45909103441672805,-0.6657456905186931,-0.4553001866748835
-0.6022338988857534,-0.5388032329183878,-0.602712230759028,-0.5283275268123733,-0.6081003842308943,-0.5462669261605753,-0.6103692183972277,-0.5427177107997941
-0.5357951460744653,-0.6183405610335643,-0.5362350266565642,-0.6080298932274937,-0.540710033784956,-0.6265687969112749,-0.543449483218426,-0.6233312497726152
-0.45880247722132156,-0.6896033141550167,-0.4592029263640664,-0.6794463230622849,-0.46267531028618264,-0.6984718766156108,-0.4658329645770296,-0.6956101693163513
-0.3722982712143472,-0.7511866998866024,-0.37265896863414005,-0.7411724812263659,-0.37505485343039435,-0.7605596229866849,-0.378569673417287,-0.7581306688954053
-0.27751221129980586,-0.8018188767225284,-0.27783345197329373,-0.7919370266715893,-0.27909600587961886,-0.8115506815981108,-0.28289945682270806,-0.8096028876598894
-0.17584410890628413,-0.8403859389116459,-0.17612675340207012,-0.8306265916949882,-0.17621733577211707,-0.8503240343821711,-0.18023469128751057,-0.8488962265670017
-0.06884339678968782,-0.8659546541004965,-0.0690888175064662,-0.8563085136149152,-0.06798781166778109,-0.8759418599123482,-0.07213960041670166,-0.8750624057396903
0.04181441098629306,-0.8777925104311036,0.04160438672032413,-0.8682508756199996,0.04389706731129642,-0.8876696609093578,0.03969350303779158,-0.8873558077718608
0.1543539358471711,-0.8753846695768766,0.15417708488274212,-0.8659394533901548,0.1576418245482003,-0.8849932547858725,0.15347069123366483,-0.8852506978271232
0.26692841839675263,-0.8584474698026727,0.2667821821812377,-0.8490912116848018,0.27137982716627695,-0.8676322711686348,0.26732519757236917,-0.8684549594158321
0.37765001201769816,-0.8269381778021483,0.3775315574635919,-0.8176640497519123,0.3832039133589369,-0.8355498554963862,0.37934803371524217,-0.8369200399357092
0.4846213896390478,-0.7810607489310418,0.4845276696314014,-0.7718625552699421,0.4911983240458754,-0.7889583391425536,0.4876199453090563,-0.7908468615500625
0.5859681353050633,-0.7212674215314252,0.5858959480897974,-0.712139592601223,0.5934714055478654,-0.7283207030832829,0.5902441722993677,-0.7306875197574121
0.6798713693786835,-0.648256041236315,0.6798174161318002,-0.639193621323144,0.6881885272803632,-0.6543477328434693,0.6853794564753584,-0.6571426629725055
0.764600042762704,-0.5629630842759469,0.7645609827050137,-0.5539617141233435,0.7736046451709244,-0.5679908361301216,0.7712727251101713,-0.5711545203981679
0.8385423317946689,-0.4665524236285994,0.8385148342823577,-0.4576083179625543,0.8480959379989021,-0.4704305699518859,0.8462908756147827,-0.4738956211583002
0.9002355716731096,-0.3603999570758364,0.9002163647675088,-0.3515098776087996,0.9101899503613579,-0.3630609998195281,0.9089510922221122,-0.3667533237755575
0.9483941824364606,-0.24607429051592716,0.9483800975244132,-0.23723551494447942,0.9585936925330338,-0.2474700884872319,0.9579491418984732,-0.2513103502785954
0.9819350674998616,-0.12531374194080686,0.981923079617514,-0.11652402946793747,0.9922191739753015,-0.1254163842854819,0.9921851227997365,-0.12932159217878164
1.0000000002427674,6.535834957940157e-12,0.999987263815551,0.008742446045641734,1.0102058833415903,0.0011976519105961411,1.0107861743339535,-0.0026875249502054527
